Луна,Луна,0,,"- дать себе отдохнуть
- побыть в кругу близких
- взять паузу в делах","- тревожиться по пустякам
- переживать за близких"
Луна,Луна,60,,"- заниматься домашними делами
- заботиться о близких
- обустраивать дом, рабочее место","- проявлять гиперопеку
- эмоционально реагировать на слова"
Луна,Луна,120,,"- заниматься домашними делами
- заботиться о близких
- обустраивать дом, рабочее место","- проявлять гиперопеку
- эмоционально реагировать на слова"
Луна,Луна,90,,"- получить поддержку близких
- отслеживать свое настроение
- взять паузу от бытовых забот","- поддаваться унынию
- принимать слова близко к сердцу"
Луна,Луна,180,,"- получить поддержку близких
- отслеживать свое настроение
- взять паузу от бытовых забот","- поддаваться унынию
- принимать слова близко к сердцу"
Луна,Солнце,0,,"- уделить внимание детям
- принимать важные решения
- выступать, проявляться","- вести себя эгоистично
- избегать лидерства, конкуренции"
Луна,Солнце,60,,"- уделить внимание детям
- принимать важные решения
- выступать, проявляться","- вести себя эгоистично
- избегать лидерства, конкуренции"
Луна,Солнце,120,,"- уделить внимание детям
- принимать важные решения
- выступать, проявляться","- вести себя эгоистично
- избегать лидерства, конкуренции"
Луна,Солнце,90,,"- опираться на свои лучшие стороны
- прокачивать самооценку
- отстаивать личные границы","- терять уверенность
- принимать важные решения"
Луна,Солнце,180,,"- опираться на свои лучшие стороны
- прокачивать самооценку
- отстаивать личные границы","- терять уверенность
- принимать важные решения"
Луна,Меркурий,0,,"- знакомиться, налаживать связи
- работать с документами
- общаться, перемещаться","- тратить время на пустые разговоры
- давать пустые обещания"
Луна,Меркурий,60,,"- знакомиться, налаживать связи
- работать с документами
- общаться, перемещаться","- тратить время на пустые разговоры
- давать пустые обещания"
Луна,Меркурий,120,,"- знакомиться, налаживать связи
- работать с документами
- общаться, перемещаться","- тратить время на пустые разговоры
- давать пустые обещания"
Луна,Меркурий,90,,"- читать книги
- отдохнуть от новостей и информационного шума
- проверять билеты/документы/справки","- оформлять справки, документы
- проводить важные переговоры"
Луна,Меркурий,180,,"- читать книги
- отдохнуть от новостей и информационного шума
- проверять билеты/документы/справки","- оформлять справки, документы
- проводить важные переговоры"
Луна,Венера,0,,"- посещать салоны красоты, парикмахерские
- совершать покупки
- делать массаж, уходовые процедуры","- налегать на сладкое
- лениться и отлынивать от дел"
Луна,Венера,60,,"- посещать салоны красоты, парикмахерские
- совершать покупки
- делать массаж, уходовые процедуры","- налегать на сладкое
- лениться и отлынивать от дел"
Луна,Венера,120,,"- посещать салоны красоты, парикмахерские
- совершать покупки
- делать массаж, уходовые процедуры","- налегать на сладкое
- лениться и отлынивать от дел"
Луна,Венера,90,,"- садиться на диету
- избавиться от лишних вещей
- начать вести бюджет расходов и доходов","- заедать стресс
- совершать дорогостоящие покупки "
Луна,Венера,180,,"- садиться на диету
- избавиться от лишних вещей
- начать вести бюджет расходов и доходов","- заедать стресс
- совершать дорогостоящие покупки "
Луна,Марс,0,,"- начинать тренировки
- завоевывать противоположный пол
- участвовать в соревнованиях","- проявлять несдержанность
- конфликтовать с близкими"
Луна,Марс,60,,"- начинать тренировки
- завоевывать противоположный пол
- участвовать в соревнованиях","- проявлять несдержанность
- конфликтовать с близкими"
Луна,Марс,120,,"- начинать тренировки
- завоевывать противоположный пол
- участвовать в соревнованиях","- проявлять несдержанность
- конфликтовать с близкими"
Луна,Марс,90,,"- пропустить тренировку
- тренировать терпение, выносливость
- оказаться в конкурентной среде","- ходить раздражительным
- излишне усердствовать в спортзале"
Луна,Марс,180,,"- пропустить тренировку
- тренировать терпение, выносливость
- оказаться в конкурентной среде","- ходить раздражительным
- излишне усердствовать в спортзале"
Луна,Юпитер,0,,"- приглашать гостей
- собирать друзей
- организовывать людей, проводить совещания
","- переоценивать свои возможности
- терять чувство меры, контроль"
Луна,Юпитер,60,,"- приглашать гостей
- собирать друзей
- организовывать людей, проводить совещания
","- переоценивать свои возможности
- терять чувство меры, контроль"
Луна,Юпитер,120,,"- приглашать гостей
- собирать друзей
- организовывать людей, проводить совещания
","- переоценивать свои возможности
- терять чувство меры, контроль"
Луна,Юпитер,90,,"- работать в уединении
- организовывать мероприятия
- собирать людей в команду","- ссориться с родными, коллегами, друзьями
- проходить собеседования"
Луна,Юпитер,180,,"- работать в уединении
- организовывать мероприятия
- собирать людей в команду","- ссориться с родными, коллегами, друзьями
- проходить собеседования"
Луна,Сатурн,0,,"- демонстрировать профессионализм
- получать повышение
- заниматься планированием","- быть жестким с близкими
- отвлекаться на семью, отдых"
Луна,Сатурн,60,,"- демонстрировать профессионализм
- получать повышение
- заниматься планированием","- быть жестким с близкими
- отвлекаться на семью, отдых"
Луна,Сатурн,120,,"- демонстрировать профессионализм
- получать повышение
- заниматься планированием","- быть жестким с близкими
- отвлекаться на семью, отдых"
Луна,Сатурн,90,,"- наводить порядок в делах, планах, бумагах, дома
- делать растяжку
- завершать дела, подводить итоги","- обращаться в инстанции, к начальству
- напрягать костный аппарат, поясницу"
Луна,Сатурн,180,,"- наводить порядок в делах, планах, бумагах, дома
- делать растяжку
- завершать дела, подводить итоги","- обращаться в инстанции, к начальству
- напрягать костный аппарат, поясницу"
Луна,Уран,0,,"- отправляться в путешествие
- начинать длительное обучение
- переезжать","- превышать скорость на дорогах
- суетиться, делать много дел одновременно"
Луна,Уран,60,,"- отправляться в путешествие
- начинать длительное обучение
- переезжать","- превышать скорость на дорогах
- суетиться, делать много дел одновременно"
Луна,Уран,120,,"- отправляться в путешествие
- начинать длительное обучение
- переезжать","- превышать скорость на дорогах
- суетиться, делать много дел одновременно"
Луна,Уран,90,,"- делать перестановку (дома, в делах, в отношениях)
- менять привычный образ жизни
- расширять кругозор","- столкнуться с потерей данных, поломкой техники
- отправляться в длительную поездку"
Луна,Уран,180,,"- делать перестановку (дома, в делах, в отношениях)
- менять привычный образ жизни
- расширять кругозор","- столкнуться с потерей данных, поломкой техники
- отправляться в длительную поездку"
Луна,Нептун,0,,"- составлять карту желаний
- получать желаемое
- наращивать финансы","- изменять
- злоупотреблять алкоголем, снотворным"
Луна,Нептун,60,,"- составлять карту желаний
- получать желаемое
- наращивать финансы","- изменять
- злоупотреблять алкоголем, снотворным"
Луна,Нептун,120,,"- составлять карту желаний
- получать желаемое
- наращивать финансы","- изменять
- злоупотреблять алкоголем, снотворным"
